Issue_ID,Issue_Type,Summary,Description,Priority,Status,Component,Labels,Preconditions,Test_Steps,Expected_Result,Actual_Result,Test_Data
VWO-TC-2731,Test,Verify webhook fires on test completion [Chrome Mobile / QA Environment],Test covers: API & Integrations. Verify webhook fires on test completion. Validates correct system behavior under QA Environment environment.,High,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Configure webhook endpoint
2. Stop a running test
3. Check webhook receiver",POST request sent to webhook URL with test completion payload.,,Webhook URL: https://requestbin.com/test
VWO-TC-2732,Test,Verify login form is keyboard navigable,Test covers: Accessibility. Verify login form is keyboard navigable. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open login page
2. Use Tab key to navigate through fields
3. Use Enter to submit",Focus moves through Email > Password > Login button. Form submits on Enter.,,N/A
VWO-TC-2733,Test,Verify login with invalid password,Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under QA Environment environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Safari 17, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-2734,Test,Verify stopping an A/B test,Test covers: A/B Testing. Verify stopping an A/B test. Validates correct system behavior under Pre-prod environment.,High,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open a running test
2. Click 'Stop'
3. Select winner variation
4. Confirm",Test stops. Winner variation noted. Status: 'Completed'.,,Running test with 2 variations
VWO-TC-2735,Test,Verify 'Forgot Password' link is visible and functional,Test covers: Login & Authentication. Verify 'Forgot Password' link is visible and functional. Validates correct system behavior under QA Environment environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to login page
2. Click 'Forgot Password' link
3. Enter registered email
4. Click 'Send Reset Link'",Password reset email sent. Confirmation message displayed.,,email: test@vwo.com
VWO-TC-2736,Test,Verify date range filter on dashboard,Test covers: Dashboard. Verify date range filter on dashboard. Validates correct system behavior under Pre-prod environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Viewer role)
2. Browser: Firefox 126, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open dashboard
2. Click date range picker
3. Select custom range: last 30 days
4. Apply filter",All dashboard widgets refresh and show data for selected range.,,Date range: last 30 days
VWO-TC-2737,Test,Verify login form is keyboard navigable,Test covers: Accessibility. Verify login form is keyboard navigable. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open login page
2. Use Tab key to navigate through fields
3. Use Enter to submit",Focus moves through Email > Password > Login button. Form submits on Enter.,,N/A
VWO-TC-2738,Test,Verify timezone setting updates dashboard data [Chrome 124 / Staging],Test covers: Settings & Profile. Verify timezone setting updates dashboard data. Validates correct system behavior under Staging environment.,Medium,To Do,Settings,"settings,profile,account","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to Settings > Account
2. Change timezone to 'America/New_York'
3. Save
4. Check dashboard timestamps",All timestamps in dashboard reflect the new timezone.,,Timezone: America/New_York
VWO-TC-2739,Test,Verify session recording speed controls,Test covers: Session Recordings. Verify session recording speed controls. Validates correct system behavior under QA Environment environment.,High,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open a recording
2. Click speed control
3. Select 2x speed",Recording plays at 2x speed. Speed indicator updates.,,Recording: 3 min session
VWO-TC-2740,Test,Verify timezone setting updates dashboard data [Chrome Mobile / Pre-prod],Test covers: Settings & Profile. Verify timezone setting updates dashboard data. Validates correct system behavior under Pre-prod environment.,High,To Do,Settings,"settings,profile,account","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Go to Settings > Account
2. Change timezone to 'America/New_York'
3. Save
4. Check dashboard timestamps",All timestamps in dashboard reflect the new timezone.,,Timezone: America/New_York
VWO-TC-2741,Test,Verify scroll heatmap shows fold position,Test covers: Heatmaps. Verify scroll heatmap shows fold position. Validates correct system behavior under Pre-prod environment.,Low,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open heatmap for a page
2. Switch to 'Scroll' view",Scroll heatmap shows percentage of users who scrolled to each position. Fold line visible.,,Page: /pricing
VWO-TC-2742,Test,Verify campaign summary widget displays correct data,Test covers: Dashboard. Verify campaign summary widget displays correct data. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login to VWO
2. Navigate to dashboard
3. Check 'Campaign Summary' widget","Widget shows correct count of active, paused, and completed campaigns.",,Pre-configured account with 5 active campaigns
VWO-TC-2743,Test,Verify heatmap device filter (desktop/mobile/tablet) [Firefox 126 / Production],Test covers: Heatmaps. Verify heatmap device filter (desktop/mobile/tablet). Validates correct system behavior under Production environment.,Low,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: macOS Sonoma
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open heatmap
2. Click device filter dropdown
3. Select 'Mobile'",Heatmap updates to show only mobile user data. Page screenshot changes to mobile viewport.,,Mixed device traffic data
VWO-TC-2744,Test,Verify 'Remember Me' checkbox on login [Safari 17 / Staging],Test covers: Login & Authentication. Verify 'Remember Me' checkbox on login. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Go to login page
2. Enter credentials
3. Check 'Remember Me'
4. Login and close browser
5. Reopen browser and navigate to app.vwo.com",User is automatically logged in without re-entering credentials.,,email: test@vwo.com
VWO-TC-2745,Test,Verify API key generation,Test covers: API & Integrations. Verify API key generation. Validates correct system behavior under Production environment.,High,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Go to Settings > API
2. Click 'Generate API Key'
3. Copy key",Unique API key generated and displayed. Option to copy or revoke.,,N/A
VWO-TC-2746,Test,Verify move heatmap tracks cursor movement [Chrome 124 / QA Environment],Test covers: Heatmaps. Verify move heatmap tracks cursor movement. Validates correct system behavior under QA Environment environment.,Medium,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open heatmap
2. Toggle to 'Move' view",Move heatmap shows areas where users hovered most. Hot zones highlighted in red.,,Page with move data
VWO-TC-2747,Test,Verify account lockout after 5 failed attempts,Test covers: Login & Authentication. Verify account lockout after 5 failed attempts. Validates correct system behavior under Production environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Admin role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Enter wrong password 5 times consecutively
2. Observe account behavior",Account locked for 15 minutes. Message: 'Too many failed attempts.',,"email: test@vwo.com, wrong passwords x5"
VWO-TC-2748,Test,Verify heatmap loads for a configured page [Safari 17 / QA Environment],Test covers: Heatmaps. Verify heatmap loads for a configured page. Validates correct system behavior under QA Environment environment.,Low,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Editor role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Go to Heatmaps section
2. Select a configured page
3. Click 'View Heatmap'",Click heatmap renders with color gradient overlay on page screenshot.,,"Page: /home, Min clicks: 100"
VWO-TC-2749,Test,Verify adding multiple variations to A/B test [Chrome Mobile / QA Environment],Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
VWO-TC-2750,Test,Verify 'Remember Me' checkbox on login [Safari 17 / QA Environment],Test covers: Login & Authentication. Verify 'Remember Me' checkbox on login. Validates correct system behavior under QA Environment environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Go to login page
2. Enter credentials
3. Check 'Remember Me'
4. Login and close browser
5. Reopen browser and navigate to app.vwo.com",User is automatically logged in without re-entering credentials.,,email: test@vwo.com
VWO-TC-2751,Test,Verify scroll heatmap shows fold position [Chrome 124 / Pre-prod],Test covers: Heatmaps. Verify scroll heatmap shows fold position. Validates correct system behavior under Pre-prod environment.,High,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open heatmap for a page
2. Switch to 'Scroll' view",Scroll heatmap shows percentage of users who scrolled to each position. Fold line visible.,,Page: /pricing
VWO-TC-2752,Test,Verify test report export to PDF,Test covers: Reports & Analytics. Verify test report export to PDF. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Reports,"reports,analytics,export","1. VWO account is active (Viewer role)
2. Browser: Firefox 126, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open test results
2. Click 'Export' > 'PDF'
3. Wait for generation","PDF report generated with charts, summary, and variation comparison.",,Test with 30+ days data
VWO-TC-2753,Test,Verify campaign summary widget displays correct data [Chrome Mobile / Production],Test covers: Dashboard. Verify campaign summary widget displays correct data. Validates correct system behavior under Production environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login to VWO
2. Navigate to dashboard
3. Check 'Campaign Summary' widget","Widget shows correct count of active, paused, and completed campaigns.",,Pre-configured account with 5 active campaigns
VWO-TC-2754,Test,Verify SQL injection protection in search,Test covers: Security. Verify SQL injection protection in search. Validates correct system behavior under Production environment.,Low,To Do,Security,"security,xss,csrf","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: macOS Sonoma
3. Environment: Production
4. User is logged in to app.vwo.com","1. Go to global search
2. Enter: ' OR 1=1 --
3. Submit",No database error. Results are empty or show 'No results found'.,,Search input: ' OR 1=1 --
VWO-TC-2755,Test,Verify campaign summary widget displays correct data [Safari 17 / Production],Test covers: Dashboard. Verify campaign summary widget displays correct data. Validates correct system behavior under Production environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login to VWO
2. Navigate to dashboard
3. Check 'Campaign Summary' widget","Widget shows correct count of active, paused, and completed campaigns.",,Pre-configured account with 5 active campaigns
VWO-TC-2756,Test,Verify 'Forgot Password' link is visible and functional [Edge 124 / Staging],Test covers: Login & Authentication. Verify 'Forgot Password' link is visible and functional. Validates correct system behavior under Staging environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Navigate to login page
2. Click 'Forgot Password' link
3. Enter registered email
4. Click 'Send Reset Link'",Password reset email sent. Confirmation message displayed.,,email: test@vwo.com
VWO-TC-2757,Test,Verify dashboard recent activity feed,Test covers: Dashboard. Verify dashboard recent activity feed. Validates correct system behavior under QA Environment environment.,Low,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login
2. Scroll to 'Recent Activity' section
3. Verify entries","Feed shows last 10 actions with timestamps, user names, and action descriptions.",,Account with recent activity
VWO-TC-2758,Test,Verify move heatmap tracks cursor movement [Firefox 126 / Staging],Test covers: Heatmaps. Verify move heatmap tracks cursor movement. Validates correct system behavior under Staging environment.,Low,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Viewer role)
2. Browser: Firefox 126, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open heatmap
2. Toggle to 'Move' view",Move heatmap shows areas where users hovered most. Hot zones highlighted in red.,,Page with move data
VWO-TC-2759,Test,Verify dashboard is responsive on mobile viewport,Test covers: Dashboard. Verify dashboard is responsive on mobile viewport. Validates correct system behavior under Staging environment.,Low,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open app.vwo.com on mobile (375px)
2. Login
3. Observe dashboard layout",Dashboard adapts to mobile view. Widgets stack vertically. No horizontal scroll.,,Viewport: 375x812 (iPhone 14)
VWO-TC-2760,Test,Verify CSRF token present in form submissions,Test covers: Security. Verify CSRF token present in form submissions. Validates correct system behavior under Production environment.,Medium,To Do,Security,"security,xss,csrf","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login
2. Submit any form
3. Inspect network request headers",CSRF token present in request headers or form payload.,,Chrome DevTools Network tab
VWO-TC-2761,Test,Verify login with invalid password [Edge 124 / Staging],Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-2762,Test,Verify dashboard loads within 3 seconds [Edge 124 / Staging],Test covers: Dashboard. Verify dashboard loads within 3 seconds. Validates correct system behavior under Staging environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Edge 124, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login to VWO
2. Start timer
3. Observe dashboard load completion",Dashboard fully loads in under 3 seconds on standard connection.,,"Network: 50 Mbps, Browser: Chrome latest"
VWO-TC-2763,Test,Verify dashboard loads within 3 seconds [Chrome Mobile / Production],Test covers: Dashboard. Verify dashboard loads within 3 seconds. Validates correct system behavior under Production environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login to VWO
2. Start timer
3. Observe dashboard load completion",Dashboard fully loads in under 3 seconds on standard connection.,,"Network: 50 Mbps, Browser: Chrome latest"
VWO-TC-2764,Test,Verify login with invalid password [Edge 124 / Staging],Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under Staging environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Edge 124, OS: Ubuntu 22.04
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-2765,Test,Verify MFA with expired OTP [Chrome Mobile / Production],Test covers: Login & Authentication. Verify MFA with expired OTP. Validates correct system behavior under Production environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login with credentials
2. Wait for OTP to expire (>30 seconds)
3. Enter expired OTP",Error: 'OTP has expired. Please request a new one.',,Expired TOTP code
VWO-TC-2766,Test,Verify traffic split configuration for A/B test,Test covers: A/B Testing. Verify traffic split configuration for A/B test. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Go to traffic allocation step
3. Set Control: 50%, Variation: 50%
4. Save",Traffic split saved as 50/50. Visual indicator updated.,,"Split: 50% control, 50% variation"
VWO-TC-2767,Test,Verify global search finds campaigns by name [Chrome Mobile / Production],Test covers: Navigation. Verify global search finds campaigns by name. Validates correct system behavior under Production environment.,Low,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: Production
4. User is logged in to app.vwo.com","1. Click search icon in header
2. Type campaign name 'Homepage CTA'
3. Observe results","Search results show matching campaigns, tests, and pages.",,Search query: 'Homepage CTA'
VWO-TC-2768,Test,Verify login with invalid password,Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-2769,Test,Verify creation of A/B test with URL targeting [Edge 124 / QA Environment],Test covers: A/B Testing. Verify creation of A/B test with URL targeting. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Admin role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Click 'Create' > 'A/B Test'
2. Enter test name 'Homepage CTA Test'
3. Set URL: app.vwo.com/home
4. Configure variation
5. Set goals
6. Save and run",A/B test created and running. Appears in campaign list with 'Running' status.,,"URL: https://testsite.com, Variation: Change CTA color"
VWO-TC-2770,Test,Verify revenue impact metric in test report,Test covers: Reports & Analytics. Verify revenue impact metric in test report. Validates correct system behavior under Production environment.,Medium,To Do,Reports,"reports,analytics,export","1. VWO account is active (Account Owner role)
2. Browser: Safari 17, OS: Android 14
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open A/B test with revenue goal configured
2. Navigate to Reports
3. Check revenue impact row",Revenue impact shows estimated lift per variation with confidence interval.,,Test with revenue goal: $
VWO-TC-2771,Test,Verify login with invalid password,Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under QA Environment environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Safari 17, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-2772,Test,Verify XSS protection in test name input [Firefox 126 / Pre-prod],Test covers: Security. Verify XSS protection in test name input. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Security,"security,xss,csrf","1. VWO account is active (Account Owner role)
2. Browser: Firefox 126, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Enter test name: <script>alert('xss')</script>
3. Save",Script tag sanitized. Name saved as plain text. No JS executed.,,Input: <script>alert('xss')</script>
VWO-TC-2773,Test,Verify XSS protection in test name input [Chrome 124 / Production],Test covers: Security. Verify XSS protection in test name input. Validates correct system behavior under Production environment.,Medium,To Do,Security,"security,xss,csrf","1. VWO account is active (Admin role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Production
4. User is logged in to app.vwo.com","1. Create new A/B test
2. Enter test name: <script>alert('xss')</script>
3. Save",Script tag sanitized. Name saved as plain text. No JS executed.,,Input: <script>alert('xss')</script>
VWO-TC-2774,Test,Verify scroll heatmap shows fold position [Edge 124 / Production],Test covers: Heatmaps. Verify scroll heatmap shows fold position. Validates correct system behavior under Production environment.,Medium,To Do,Heatmaps,"heatmap,analytics,recordings","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: macOS Sonoma
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open heatmap for a page
2. Switch to 'Scroll' view",Scroll heatmap shows percentage of users who scrolled to each position. Fold line visible.,,Page: /pricing
VWO-TC-2775,Test,Verify dashboard recent activity feed [Firefox 126 / Pre-prod],Test covers: Dashboard. Verify dashboard recent activity feed. Validates correct system behavior under Pre-prod environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Firefox 126, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login
2. Scroll to 'Recent Activity' section
3. Verify entries","Feed shows last 10 actions with timestamps, user names, and action descriptions.",,Account with recent activity
VWO-TC-2776,Test,Verify MFA with expired OTP,Test covers: Login & Authentication. Verify MFA with expired OTP. Validates correct system behavior under QA Environment environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login with credentials
2. Wait for OTP to expire (>30 seconds)
3. Enter expired OTP",Error: 'OTP has expired. Please request a new one.',,Expired TOTP code
VWO-TC-2777,Test,Verify MFA via TOTP authenticator [Chrome 124 / Staging],Test covers: Login & Authentication. Verify MFA via TOTP authenticator. Validates correct system behavior under Staging environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login with valid credentials
2. When prompted, open authenticator app
3. Enter 6-digit TOTP code
4. Click Verify",TOTP verified. User lands on dashboard.,,TOTP code from Google Authenticator
VWO-TC-2778,Test,Verify ARIA labels on interactive elements [Chrome 124 / Production],Test covers: Accessibility. Verify ARIA labels on interactive elements. Validates correct system behavior under Production environment.,Medium,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Editor role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Production
4. User is logged in to app.vwo.com","1. Open dashboard
2. Use screen reader
3. Navigate through buttons and links","All buttons, inputs, and links have descriptive ARIA labels.",,Screen reader: NVDA
VWO-TC-2779,Test,Verify revenue impact metric in test report [Chrome 124 / QA Environment],Test covers: Reports & Analytics. Verify revenue impact metric in test report. Validates correct system behavior under QA Environment environment.,Medium,To Do,Reports,"reports,analytics,export","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Ubuntu 22.04
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open A/B test with revenue goal configured
2. Navigate to Reports
3. Check revenue impact row",Revenue impact shows estimated lift per variation with confidence interval.,,Test with revenue goal: $
VWO-TC-2780,Test,Verify test report export to PDF,Test covers: Reports & Analytics. Verify test report export to PDF. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Reports,"reports,analytics,export","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: iOS 17
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open test results
2. Click 'Export' > 'PDF'
3. Wait for generation","PDF report generated with charts, summary, and variation comparison.",,Test with 30+ days data
VWO-TC-2781,Test,Verify session recording playback [Safari 17 / QA Environment],Test covers: Session Recordings. Verify session recording playback. Validates correct system behavior under QA Environment environment.,High,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to Session Recordings
2. Click on a recording
3. Press Play","Session replays accurately showing mouse movement, clicks, and scrolls.",,Recording with 5+ minute session
VWO-TC-2782,Test,Verify breadcrumb navigation is correct,Test covers: Navigation. Verify breadcrumb navigation is correct. Validates correct system behavior under Pre-prod environment.,High,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Navigate to a campaign
2. Open a variation
3. Check breadcrumb at top",Breadcrumb shows: Dashboard > Campaigns > [Campaign Name] > Variations,,Campaign: 'Homepage Test'
VWO-TC-2783,Test,Verify session recording speed controls [Chrome Mobile / QA Environment],Test covers: Session Recordings. Verify session recording speed controls. Validates correct system behavior under QA Environment environment.,Medium,To Do,Session Recordings,"recordings,sessions,replay","1. VWO account is active (Account Owner role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open a recording
2. Click speed control
3. Select 2x speed",Recording plays at 2x speed. Speed indicator updates.,,Recording: 3 min session
VWO-TC-2784,Test,Verify chart data loads asynchronously [Chrome Mobile / QA Environment],Test covers: Performance. Verify chart data loads asynchronously. Validates correct system behavior under QA Environment environment.,High,To Do,Performance,"performance,load,speed","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open a test report
2. Observe loading behavior",Page skeleton shown first. Charts load asynchronously without blocking UI.,,Test with 90 days data
VWO-TC-2785,Test,Verify quick action buttons on dashboard,Test covers: Dashboard. Verify quick action buttons on dashboard. Validates correct system behavior under Pre-prod environment.,Low,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Editor role)
2. Browser: Firefox 126, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login to VWO
2. On dashboard, click 'Create Test' quick action
3. Observe behavior",Test creation wizard opens.,,N/A
VWO-TC-2786,Test,Verify test report export to PDF,Test covers: Reports & Analytics. Verify test report export to PDF. Validates correct system behavior under Pre-prod environment.,High,To Do,Reports,"reports,analytics,export","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Windows 11
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open test results
2. Click 'Export' > 'PDF'
3. Wait for generation","PDF report generated with charts, summary, and variation comparison.",,Test with 30+ days data
